script,grapheme,IPA,comment,source,omniglot
Telugu,ౌ,au,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ృ,ru,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ౄ,ru,extremely rare,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ౢ,lu,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ౣ,lu,extremely rare,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,◌ౕ,:,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,అం,aṃ,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,అఁ,ã,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,అః,aḥ,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,క,ka,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఖ,kʰa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,గ,ɡa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఘ,ɡha,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఙ,ŋa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,చ,tsa,in front of a, a:, u, u:, o, o:,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,చ,tʃa,in front of I, I:, e, e:,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఛ,tʃʰa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,జ,ja,in front of a, a:, u, u:, o, o:,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,జ,dʒa,in front of I, I:, e, e:,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఝ,dʒha,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఞ,ɲa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ట,ʈa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఠ,ʈʰa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,డ,ɖa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఢ,ɖʱa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ణ,ɳa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,త,ta,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,థ,tʰa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ద,da,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ధ,dʱa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,న,na,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ప,pa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఫ,fa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఫ,pʰa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,బ,ba,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,భ,bʱa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,మ,ma,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,య,ja,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర,ra,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ల,la,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,వ,va,before front vowels,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,వ,wa,before back vowels,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ళ,ɭa,does not occur at the beginning of a word,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,శ,ʃa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ష,ʂa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,స,sa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,హ,ha,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ఱ,ɽa,,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్క,ka,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఖ,kʰa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్గ,ɡa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఘ,ɡha,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఙ,ŋa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్చ,tsa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్చ,tʃa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఛ,tʃʰa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్జ,ja,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్జ,dʒa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఝ,dʒha,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఞ,ɲa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ట,ʈa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఠ,ʈʰa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్డ,ɖa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఢ,ɖʱa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ణ,ɳa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్త,ta,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్థ,tʰa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ద,da,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ధ,dʱa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్న,na,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ప,pa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఫ,fa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఫ,pʰa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్బ,ba,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్భ,bʱa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్మ,ma,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్య,ja,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ర,ra,the grapheme written to the left of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ల,la,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్వ,va,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్వ,wa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ళ,ɭa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్శ,ʃa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ష,ʂa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్స,sa,the grapheme written to the right of another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్హ,ha,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
Telugu,ర్ఱ,ɽa,the grapheme written under another grapheme (here ర) denotes the second sound  in a consonant cluster,Krishnamurti & Gwynn 1985: 3-31.,https://www.omniglot.com/writing/telugu.htm
